,group_id,n_networks,network_id,network_path,progress_path,date,config/seed,config/train_dataset_name,config/validate_dataset_name,config/optimizer.name,config/optimizer.lr,config/shuffle_minibatches,config/model_class,config/estimate_type
0,dritem_mc_20_20-09-03,20,7e4cc_00000,/home_local/cedric_foucault/networks_for_sequence_prediction/code/../trained_models/agents/dritem_mc_20_20-09-03/network_7e4cc_00000.pt,/home_local/cedric_foucault/networks_for_sequence_prediction/code/../trained_models/agents/dritem_mc_20_20-09-03/progress_7e4cc_00000.csv,2021-11-10_23-14-15,37,MC_PC1by75_NMB400_28-02-20,MC_PC1by75_NMB400_28-02-20,SGD,0.003,True,deltarule,item
1,dritem_mc_20_20-09-03,20,7e4cc_00001,/home_local/cedric_foucault/networks_for_sequence_prediction/code/../trained_models/agents/dritem_mc_20_20-09-03/network_7e4cc_00001.pt,/home_local/cedric_foucault/networks_for_sequence_prediction/code/../trained_models/agents/dritem_mc_20_20-09-03/progress_7e4cc_00001.csv,2021-11-10_23-14-15,37,MC_PC1by75_NMB400_28-02-20,MC_PC1by75_NMB400_28-02-20,SGD,0.003,True,deltarule,item
2,dritem_mc_20_20-09-03,20,7e4cc_00002,/home_local/cedric_foucault/networks_for_sequence_prediction/code/../trained_models/agents/dritem_mc_20_20-09-03/network_7e4cc_00002.pt,/home_local/cedric_foucault/networks_for_sequence_prediction/code/../trained_models/agents/dritem_mc_20_20-09-03/progress_7e4cc_00002.csv,2021-11-10_23-14-15,37,MC_PC1by75_NMB400_28-02-20,MC_PC1by75_NMB400_28-02-20,SGD,0.003,True,deltarule,item
3,dritem_mc_20_20-09-03,20,7e4cc_00003,/home_local/cedric_foucault/networks_for_sequence_prediction/code/../trained_models/agents/dritem_mc_20_20-09-03/network_7e4cc_00003.pt,/home_local/cedric_foucault/networks_for_sequence_prediction/code/../trained_models/agents/dritem_mc_20_20-09-03/progress_7e4cc_00003.csv,2021-11-10_23-14-15,37,MC_PC1by75_NMB400_28-02-20,MC_PC1by75_NMB400_28-02-20,SGD,0.003,True,deltarule,item
4,dritem_mc_20_20-09-03,20,7e4cc_00004,/home_local/cedric_foucault/networks_for_sequence_prediction/code/../trained_models/agents/dritem_mc_20_20-09-03/network_7e4cc_00004.pt,/home_local/cedric_foucault/networks_for_sequence_prediction/code/../trained_models/agents/dritem_mc_20_20-09-03/progress_7e4cc_00004.csv,2021-11-10_23-14-15,37,MC_PC1by75_NMB400_28-02-20,MC_PC1by75_NMB400_28-02-20,SGD,0.003,True,deltarule,item
5,dritem_mc_20_20-09-03,20,7e4cc_00005,/home_local/cedric_foucault/networks_for_sequence_prediction/code/../trained_models/agents/dritem_mc_20_20-09-03/network_7e4cc_00005.pt,/home_local/cedric_foucault/networks_for_sequence_prediction/code/../trained_models/agents/dritem_mc_20_20-09-03/progress_7e4cc_00005.csv,2021-11-10_23-14-15,37,MC_PC1by75_NMB400_28-02-20,MC_PC1by75_NMB400_28-02-20,SGD,0.003,True,deltarule,item
6,dritem_mc_20_20-09-03,20,7e4cc_00006,/home_local/cedric_foucault/networks_for_sequence_prediction/code/../trained_models/agents/dritem_mc_20_20-09-03/network_7e4cc_00006.pt,/home_local/cedric_foucault/networks_for_sequence_prediction/code/../trained_models/agents/dritem_mc_20_20-09-03/progress_7e4cc_00006.csv,2021-11-10_23-14-15,37,MC_PC1by75_NMB400_28-02-20,MC_PC1by75_NMB400_28-02-20,SGD,0.003,True,deltarule,item
7,dritem_mc_20_20-09-03,20,7e4cc_00007,/home_local/cedric_foucault/networks_for_sequence_prediction/code/../trained_models/agents/dritem_mc_20_20-09-03/network_7e4cc_00007.pt,/home_local/cedric_foucault/networks_for_sequence_prediction/code/../trained_models/agents/dritem_mc_20_20-09-03/progress_7e4cc_00007.csv,2021-11-10_23-14-15,37,MC_PC1by75_NMB400_28-02-20,MC_PC1by75_NMB400_28-02-20,SGD,0.003,True,deltarule,item
8,dritem_mc_20_20-09-03,20,7e4cc_00008,/home_local/cedric_foucault/networks_for_sequence_prediction/code/../trained_models/agents/dritem_mc_20_20-09-03/network_7e4cc_00008.pt,/home_local/cedric_foucault/networks_for_sequence_prediction/code/../trained_models/agents/dritem_mc_20_20-09-03/progress_7e4cc_00008.csv,2021-11-10_23-14-15,37,MC_PC1by75_NMB400_28-02-20,MC_PC1by75_NMB400_28-02-20,SGD,0.003,True,deltarule,item
9,dritem_mc_20_20-09-03,20,7e4cc_00009,/home_local/cedric_foucault/networks_for_sequence_prediction/code/../trained_models/agents/dritem_mc_20_20-09-03/network_7e4cc_00009.pt,/home_local/cedric_foucault/networks_for_sequence_prediction/code/../trained_models/agents/dritem_mc_20_20-09-03/progress_7e4cc_00009.csv,2021-11-10_23-14-15,37,MC_PC1by75_NMB400_28-02-20,MC_PC1by75_NMB400_28-02-20,SGD,0.003,True,deltarule,item
10,dritem_mc_20_20-09-03,20,7e4cc_00010,/home_local/cedric_foucault/networks_for_sequence_prediction/code/../trained_models/agents/dritem_mc_20_20-09-03/network_7e4cc_00010.pt,/home_local/cedric_foucault/networks_for_sequence_prediction/code/../trained_models/agents/dritem_mc_20_20-09-03/progress_7e4cc_00010.csv,2021-11-10_23-14-15,37,MC_PC1by75_NMB400_28-02-20,MC_PC1by75_NMB400_28-02-20,SGD,0.003,True,deltarule,item
11,dritem_mc_20_20-09-03,20,7e4cc_00011,/home_local/cedric_foucault/networks_for_sequence_prediction/code/../trained_models/agents/dritem_mc_20_20-09-03/network_7e4cc_00011.pt,/home_local/cedric_foucault/networks_for_sequence_prediction/code/../trained_models/agents/dritem_mc_20_20-09-03/progress_7e4cc_00011.csv,2021-11-10_23-14-15,37,MC_PC1by75_NMB400_28-02-20,MC_PC1by75_NMB400_28-02-20,SGD,0.003,True,deltarule,item
12,dritem_mc_20_20-09-03,20,7e4cc_00012,/home_local/cedric_foucault/networks_for_sequence_prediction/code/../trained_models/agents/dritem_mc_20_20-09-03/network_7e4cc_00012.pt,/home_local/cedric_foucault/networks_for_sequence_prediction/code/../trained_models/agents/dritem_mc_20_20-09-03/progress_7e4cc_00012.csv,2021-11-10_23-14-15,37,MC_PC1by75_NMB400_28-02-20,MC_PC1by75_NMB400_28-02-20,SGD,0.003,True,deltarule,item
13,dritem_mc_20_20-09-03,20,7e4cc_00013,/home_local/cedric_foucault/networks_for_sequence_prediction/code/../trained_models/agents/dritem_mc_20_20-09-03/network_7e4cc_00013.pt,/home_local/cedric_foucault/networks_for_sequence_prediction/code/../trained_models/agents/dritem_mc_20_20-09-03/progress_7e4cc_00013.csv,2021-11-10_23-14-15,37,MC_PC1by75_NMB400_28-02-20,MC_PC1by75_NMB400_28-02-20,SGD,0.003,True,deltarule,item
14,dritem_mc_20_20-09-03,20,7e4cc_00014,/home_local/cedric_foucault/networks_for_sequence_prediction/code/../trained_models/agents/dritem_mc_20_20-09-03/network_7e4cc_00014.pt,/home_local/cedric_foucault/networks_for_sequence_prediction/code/../trained_models/agents/dritem_mc_20_20-09-03/progress_7e4cc_00014.csv,2021-11-10_23-14-15,37,MC_PC1by75_NMB400_28-02-20,MC_PC1by75_NMB400_28-02-20,SGD,0.003,True,deltarule,item
15,dritem_mc_20_20-09-03,20,7e4cc_00015,/home_local/cedric_foucault/networks_for_sequence_prediction/code/../trained_models/agents/dritem_mc_20_20-09-03/network_7e4cc_00015.pt,/home_local/cedric_foucault/networks_for_sequence_prediction/code/../trained_models/agents/dritem_mc_20_20-09-03/progress_7e4cc_00015.csv,2021-11-10_23-14-15,37,MC_PC1by75_NMB400_28-02-20,MC_PC1by75_NMB400_28-02-20,SGD,0.003,True,deltarule,item
16,dritem_mc_20_20-09-03,20,7e4cc_00016,/home_local/cedric_foucault/networks_for_sequence_prediction/code/../trained_models/agents/dritem_mc_20_20-09-03/network_7e4cc_00016.pt,/home_local/cedric_foucault/networks_for_sequence_prediction/code/../trained_models/agents/dritem_mc_20_20-09-03/progress_7e4cc_00016.csv,2021-11-10_23-14-15,37,MC_PC1by75_NMB400_28-02-20,MC_PC1by75_NMB400_28-02-20,SGD,0.003,True,deltarule,item
17,dritem_mc_20_20-09-03,20,7e4cc_00017,/home_local/cedric_foucault/networks_for_sequence_prediction/code/../trained_models/agents/dritem_mc_20_20-09-03/network_7e4cc_00017.pt,/home_local/cedric_foucault/networks_for_sequence_prediction/code/../trained_models/agents/dritem_mc_20_20-09-03/progress_7e4cc_00017.csv,2021-11-10_23-14-15,37,MC_PC1by75_NMB400_28-02-20,MC_PC1by75_NMB400_28-02-20,SGD,0.003,True,deltarule,item
18,dritem_mc_20_20-09-03,20,7e4cc_00018,/home_local/cedric_foucault/networks_for_sequence_prediction/code/../trained_models/agents/dritem_mc_20_20-09-03/network_7e4cc_00018.pt,/home_local/cedric_foucault/networks_for_sequence_prediction/code/../trained_models/agents/dritem_mc_20_20-09-03/progress_7e4cc_00018.csv,2021-11-10_23-14-15,37,MC_PC1by75_NMB400_28-02-20,MC_PC1by75_NMB400_28-02-20,SGD,0.003,True,deltarule,item
19,dritem_mc_20_20-09-03,20,7e4cc_00019,/home_local/cedric_foucault/networks_for_sequence_prediction/code/../trained_models/agents/dritem_mc_20_20-09-03/network_7e4cc_00019.pt,/home_local/cedric_foucault/networks_for_sequence_prediction/code/../trained_models/agents/dritem_mc_20_20-09-03/progress_7e4cc_00019.csv,2021-11-10_23-14-15,37,MC_PC1by75_NMB400_28-02-20,MC_PC1by75_NMB400_28-02-20,SGD,0.003,True,deltarule,item
