,dataset_name,group_id,network_id,predictor,outcome,decoder_fname,r2,r
75,B_PC1by75_N1000_06-03-20,grudiag11_b_2020-12-11,fed97_00006,hidden_gates_tplus1,io_confidence,io_confidence_hidden_gates_tplus1_fed97_00006_decoder.pkl,0.32948083732241895,0.5751079314715725
76,B_PC1by75_N1000_06-03-20,grudiag11_b_2020-12-11,fed97_00006,hidden_gates_tplus1,io_evidence,io_evidence_hidden_gates_tplus1_fed97_00006_decoder.pkl,0.9449283282991922,0.9720775310205315
77,B_PC1by75_N1000_06-03-20,grudiag11_b_2020-12-11,fed97_00006,hidden_gates_tplus1,io_lr_tplus1,io_lr_tplus1_hidden_gates_tplus1_fed97_00006_decoder.pkl,0.24769393770464443,0.504720069000877
78,B_PC1by75_N1000_06-03-20,grudiag11_b_2020-12-11,fed97_00006,hidden_all,io_confidence,io_confidence_hidden_all_fed97_00006_decoder.pkl,0.5015113472400665,0.709949661272145
79,B_PC1by75_N1000_06-03-20,grudiag11_b_2020-12-11,fed97_00006,hidden_all,io_evidence,io_evidence_hidden_all_fed97_00006_decoder.pkl,0.9465523729143918,0.9729092341497225
80,B_PC1by75_N1000_06-03-20,grudiag11_b_2020-12-11,fed97_00006,hidden_all,io_lr_tplus1,io_lr_tplus1_hidden_all_fed97_00006_decoder.pkl,0.4324162939751163,0.6635294852860765
81,B_PC1by75_N1000_06-03-20,grudiag11_b_2020-12-11,fed97_00006,output,io_confidence,io_confidence_output_fed97_00006_decoder.pkl,-0.005121246288717796,0.021587691889524058
82,B_PC1by75_N1000_06-03-20,grudiag11_b_2020-12-11,fed97_00006,output,io_evidence,io_evidence_output_fed97_00006_decoder.pkl,0.9187663376263779,0.958541901064693
83,B_PC1by75_N1000_06-03-20,grudiag11_b_2020-12-11,fed97_00006,output,io_lr_tplus1,io_lr_tplus1_output_fed97_00006_decoder.pkl,-0.0016100760840878081,0.018505485482837158
84,B_PC1by75_N1000_06-03-20,grudiag11_b_2020-12-11,fed97_00007,hidden_state,io_confidence,io_confidence_hidden_state_fed97_00007_decoder.pkl,0.5018846817549473,0.7110291175346477
85,B_PC1by75_N1000_06-03-20,grudiag11_b_2020-12-11,fed97_00007,hidden_state,io_evidence,io_evidence_hidden_state_fed97_00007_decoder.pkl,0.9511573551419279,0.9752835807769576
86,B_PC1by75_N1000_06-03-20,grudiag11_b_2020-12-11,fed97_00007,hidden_state,io_lr_tplus1,io_lr_tplus1_hidden_state_fed97_00007_decoder.pkl,0.372790320212664,0.6156173298710543
87,B_PC1by75_N1000_06-03-20,grudiag11_b_2020-12-11,fed97_00007,hidden_gates_tplus1,io_confidence,io_confidence_hidden_gates_tplus1_fed97_00007_decoder.pkl,0.6159242682285111,0.7878148188347057
88,B_PC1by75_N1000_06-03-20,grudiag11_b_2020-12-11,fed97_00007,hidden_gates_tplus1,io_evidence,io_evidence_hidden_gates_tplus1_fed97_00007_decoder.pkl,0.9480160186094575,0.9736632107579153
89,B_PC1by75_N1000_06-03-20,grudiag11_b_2020-12-11,fed97_00007,hidden_gates_tplus1,io_lr_tplus1,io_lr_tplus1_hidden_gates_tplus1_fed97_00007_decoder.pkl,0.5627938179942478,0.7553195631655885
90,B_PC1by75_N1000_06-03-20,grudiag11_b_2020-12-11,fed97_00007,hidden_all,io_confidence,io_confidence_hidden_all_fed97_00007_decoder.pkl,0.6400458268874265,0.8016623710156513
91,B_PC1by75_N1000_06-03-20,grudiag11_b_2020-12-11,fed97_00007,hidden_all,io_evidence,io_evidence_hidden_all_fed97_00007_decoder.pkl,0.9553652130492402,0.9774932458046309
92,B_PC1by75_N1000_06-03-20,grudiag11_b_2020-12-11,fed97_00007,hidden_all,io_lr_tplus1,io_lr_tplus1_hidden_all_fed97_00007_decoder.pkl,0.5934512386872588,0.7727015512054801
93,B_PC1by75_N1000_06-03-20,grudiag11_b_2020-12-11,fed97_00007,output,io_confidence,io_confidence_output_fed97_00007_decoder.pkl,-0.005474315501853955,-0.00378659828929803
94,B_PC1by75_N1000_06-03-20,grudiag11_b_2020-12-11,fed97_00007,output,io_evidence,io_evidence_output_fed97_00007_decoder.pkl,0.914386929789836,0.9562720893658769
95,B_PC1by75_N1000_06-03-20,grudiag11_b_2020-12-11,fed97_00007,output,io_lr_tplus1,io_lr_tplus1_output_fed97_00007_decoder.pkl,-0.001848835355635181,-0.005452532706975659
96,B_PC1by75_N1000_06-03-20,grudiag11_b_2020-12-11,fed97_00008,hidden_state,io_confidence,io_confidence_hidden_state_fed97_00008_decoder.pkl,0.4585392601030027,0.6786198572940842
97,B_PC1by75_N1000_06-03-20,grudiag11_b_2020-12-11,fed97_00008,hidden_state,io_evidence,io_evidence_hidden_state_fed97_00008_decoder.pkl,0.9420066355336862,0.970641354287903
98,B_PC1by75_N1000_06-03-20,grudiag11_b_2020-12-11,fed97_00008,hidden_state,io_lr_tplus1,io_lr_tplus1_hidden_state_fed97_00008_decoder.pkl,0.3343270363670907,0.5859852477611802
99,B_PC1by75_N1000_06-03-20,grudiag11_b_2020-12-11,fed97_00008,hidden_gates_tplus1,io_confidence,io_confidence_hidden_gates_tplus1_fed97_00008_decoder.pkl,0.517424853876427,0.7201819816387968
100,B_PC1by75_N1000_06-03-20,grudiag11_b_2020-12-11,fed97_00008,hidden_gates_tplus1,io_evidence,io_evidence_hidden_gates_tplus1_fed97_00008_decoder.pkl,0.9456850383371987,0.9726106743779628
101,B_PC1by75_N1000_06-03-20,grudiag11_b_2020-12-11,fed97_00008,hidden_gates_tplus1,io_lr_tplus1,io_lr_tplus1_hidden_gates_tplus1_fed97_00008_decoder.pkl,0.453552103385532,0.6757629195612189
102,B_PC1by75_N1000_06-03-20,grudiag11_b_2020-12-11,fed97_00008,hidden_all,io_confidence,io_confidence_hidden_all_fed97_00008_decoder.pkl,0.6348149981527726,0.796864913105912
103,B_PC1by75_N1000_06-03-20,grudiag11_b_2020-12-11,fed97_00008,hidden_all,io_evidence,io_evidence_hidden_all_fed97_00008_decoder.pkl,0.9504379210511676,0.9749576205433895
104,B_PC1by75_N1000_06-03-20,grudiag11_b_2020-12-11,fed97_00008,hidden_all,io_lr_tplus1,io_lr_tplus1_hidden_all_fed97_00008_decoder.pkl,0.6012916875037789,0.7754458564607104
105,B_PC1by75_N1000_06-03-20,grudiag11_b_2020-12-11,fed97_00008,output,io_confidence,io_confidence_output_fed97_00008_decoder.pkl,-0.005475155112220742,-0.0077342138923970835
106,B_PC1by75_N1000_06-03-20,grudiag11_b_2020-12-11,fed97_00008,output,io_evidence,io_evidence_output_fed97_00008_decoder.pkl,0.9117418853607508,0.9549173346002732
107,B_PC1by75_N1000_06-03-20,grudiag11_b_2020-12-11,fed97_00008,output,io_lr_tplus1,io_lr_tplus1_output_fed97_00008_decoder.pkl,-0.0017360131019055203,-0.01422941696131929
108,B_PC1by75_N1000_06-03-20,grudiag11_b_2020-12-11,fed97_00009,hidden_state,io_confidence,io_confidence_hidden_state_fed97_00009_decoder.pkl,0.2847712127476456,0.5346155667750656
109,B_PC1by75_N1000_06-03-20,grudiag11_b_2020-12-11,fed97_00009,hidden_state,io_evidence,io_evidence_hidden_state_fed97_00009_decoder.pkl,0.944529062124671,0.9718721494606261
110,B_PC1by75_N1000_06-03-20,grudiag11_b_2020-12-11,fed97_00009,hidden_state,io_lr_tplus1,io_lr_tplus1_hidden_state_fed97_00009_decoder.pkl,0.13172803330159422,0.36733407227707965
111,B_PC1by75_N1000_06-03-20,grudiag11_b_2020-12-11,fed97_00009,hidden_gates_tplus1,io_confidence,io_confidence_hidden_gates_tplus1_fed97_00009_decoder.pkl,0.31462438249542357,0.561712241047468
112,B_PC1by75_N1000_06-03-20,grudiag11_b_2020-12-11,fed97_00009,hidden_gates_tplus1,io_evidence,io_evidence_hidden_gates_tplus1_fed97_00009_decoder.pkl,0.9456005311132591,0.9724220204445455
113,B_PC1by75_N1000_06-03-20,grudiag11_b_2020-12-11,fed97_00009,hidden_gates_tplus1,io_lr_tplus1,io_lr_tplus1_hidden_gates_tplus1_fed97_00009_decoder.pkl,0.2507102383467822,0.504503373932034
114,B_PC1by75_N1000_06-03-20,grudiag11_b_2020-12-11,fed97_00009,hidden_all,io_confidence,io_confidence_hidden_all_fed97_00009_decoder.pkl,0.4881749724638883,0.7001839159206047
