,group_id,predictor,outcome,r2_mean,r2_mean_ci_lower,r2_mean_ci_upper,r2_max,r2_median,r2_median_network_id,r2_median_ci_lower,r2_median_ci_upper,r_mean,r_mean_ci_lower,r_mean_ci_upper,r_max,r_median,r_median_ci_lower,r_median_ci_upper
0,gru11_b_2020-12-11,hidden_state,io_confidence,0.6703699131776142,0.6285180526748664,0.712221773680362,0.8320151218312688,0.6657988404507791,7e9d1_00011,0.6327720407654389,0.7054360997405233,0.8192310051839582,0.793495550281376,0.8449664600865404,0.9143551115912728,0.822498568789555,0.79600628448844,0.8444433745584441
1,gru11_b_2020-12-11,hidden_state,io_evidence,0.9758382637492451,0.9749708707549446,0.9767056567435456,0.9786453972425254,0.9761032797185788,7e9d1_00000,0.9748721548502616,0.9770291982904836,0.98787986909532,0.9874461152671411,0.9883136229234989,0.9892996575285584,0.9880101783332815,0.9873699347282142,0.9884534656376708
2,gru11_b_2020-12-11,hidden_state,io_lr_tplus1,0.6287422828497047,0.5957559645925217,0.6617286011068877,0.7494141903312067,0.6374780269280573,7e9d1_00013,0.6028803703770015,0.6585827887736935,0.7927973848666781,0.7715520877176325,0.8140426820157236,0.8660041661207716,0.7988118283577964,0.7764734146544181,0.8128423629513657
3,gru11_b_2020-12-11,hidden_gates_tplus1,io_confidence,0.7884321675226997,0.7691765330791585,0.807687801966241,0.8576886430939175,0.7914055944019818,7e9d1_00005,0.7758977080986483,0.808285207833409,0.888105388435112,0.8773127163185745,0.8988980605516494,0.9263891967606356,0.8900873168576637,0.8809638416054001,0.8992485338995697
4,gru11_b_2020-12-11,hidden_gates_tplus1,io_evidence,0.9765351663666897,0.9756618616062076,0.9774084711271718,0.9797224299773803,0.9764635319052684,7e9d1_00014,0.975046656401725,0.9780531907817062,0.9882450156309137,0.9878079101286769,0.9886821211331506,0.989875604089562,0.9881737725178088,0.9875275222362504,0.9889685251886108
5,gru11_b_2020-12-11,hidden_gates_tplus1,io_lr_tplus1,0.7829514609145716,0.7654890650237876,0.8004138568053556,0.8320357691733427,0.7912406155408969,7e9d1_00019,0.7660600266409499,0.8083381321985177,0.8847526892787823,0.8747883886689891,0.8947169898885754,0.9122767257134864,0.8895614732599495,0.8757404847381025,0.8991190652420545
6,gru11_b_2020-12-11,hidden_all,io_confidence,0.8500792978573193,0.8364605603578651,0.8636980353567735,0.8912776526607,0.8502869410839549,7e9d1_00010,0.8459397653995836,0.8662834187860565,0.9219715381978653,0.9145564474374536,0.929386628958277,0.9441376042344072,0.9222488579882591,0.9197694320223132,0.9307478434186184
7,gru11_b_2020-12-11,hidden_all,io_evidence,0.9788400005708612,0.9780861255180386,0.9795938756236837,0.981362321930348,0.9786761669014634,7e9d1_00006,0.9779816299776224,0.9800205645014018,0.9894159997626888,0.9890369913216444,0.9897950082037332,0.9907160150042532,0.989336537862447,0.9890155557851628,0.990004741858675
8,gru11_b_2020-12-11,hidden_all,io_lr_tplus1,0.8264588981047577,0.8145263897423275,0.8383914064671879,0.8556812713809472,0.8311653124816002,7e9d1_00004,0.8182745043185191,0.8482889991971134,0.9090318430403797,0.9024266012393108,0.9156370848414485,0.9250595009189888,0.9117065642272715,0.9046552098879934,0.9210305351515198
9,gru11_b_2020-12-11,output,io_confidence,-0.0050262319431413904,-0.005245472701822374,-0.004806991184460407,-0.0035627414170193,-0.00514984103010045,7e9d1_00013,-0.0052965319235607,-0.0050264167454519,0.01199897125825861,0.003945438170552956,0.020052504345964263,0.0433876267981397,0.01545625771978945,-0.0052553240586105,0.0204638243422567
10,gru11_b_2020-12-11,output,io_evidence,0.9433833577384885,0.9418481454525838,0.9449185700243932,0.9488928782819838,0.9429113980742355,7e9d1_00011,0.9423069222193632,0.9455453923582084,0.9712942420196693,0.970505271857356,0.9720832121819826,0.9741295288231108,0.9710503615183903,0.9707390723034168,0.9723945202478042
11,gru11_b_2020-12-11,output,io_lr_tplus1,-0.00150605892636644,-0.0016638593263954117,-0.0013482585263374681,-0.0006675644516596,-0.00161811517685075,7e9d1_00007,-0.0017302724247429,-0.0015152225053733,0.012379400961214204,0.006179818388421457,0.01857898353400695,0.0370932489998979,0.013788785682981801,0.0036687078253632,0.0182720404081647
