,group_id,predictor,outcome,r2_mean,r2_mean_ci_lower,r2_mean_ci_upper,r2_max,r2_median,r2_median_network_id,r2_median_ci_lower,r2_median_ci_upper,r_mean,r_mean_ci_lower,r_mean_ci_upper,r_max,r_median,r_median_ci_lower,r_median_ci_upper
25,gru11_mi_2020-12-11,hidden_all,io_confidence_1,0.7223367401126627,0.7064330646639753,0.7382404155613501,0.7792832111312205,0.7160244473938189,b2b0f_00018,0.7011084943623586,0.7500199790917645,0.8509873694281967,0.8417490272326525,0.860225711623741,0.883740164332536,0.8474761966124073,0.8400449836155921,0.8678389913131045
26,gru11_mi_2020-12-11,hidden_all,io_evidence_0,0.9580894261691375,0.9546815062181142,0.9614973461201608,0.9697934885036544,0.9583436744536105,b2b0f_00009,0.954919095035228,0.963689554248656,0.9788573240429439,0.9771258185085403,0.9805888295773475,0.984793894683416,0.978980023773429,0.977270903285762,0.9816821198122756
27,gru11_mi_2020-12-11,hidden_all,io_evidence_1,0.956492218866531,0.9536083970687669,0.9593760406642952,0.9696648975968956,0.9567516013951326,b2b0f_00003,0.9524150674334037,0.9592518558212364,0.9780491967242467,0.9765763289458818,0.9795220645026117,0.9847507984005484,0.9781929714965649,0.9760013751616736,0.9794270211815188
28,gru11_mi_2020-12-11,hidden_all,io_lr_tplus1_0,0.7987369930274261,0.7839115843807594,0.8135624016740928,0.8637746986356392,0.7940613058490966,b2b0f_00001,0.7877321182874817,0.8194337204164037,0.8943102412522762,0.8860568999108103,0.9025635825937421,0.930249651056134,0.8921592219998733,0.8879904134516952,0.9055608058239892
29,gru11_mi_2020-12-11,hidden_all,io_lr_tplus1_1,0.7766557509355028,0.7604813469841211,0.7928301548868845,0.838124455581496,0.7801648827868122,b2b0f_00004,0.7624965627548979,0.7948179125193665,0.8819254358751817,0.8727460158670632,0.8911048558833001,0.9162984151418008,0.883984021524659,0.8738435681480171,0.8919601386097485
30,gru11_mi_2020-12-11,hidden_all,io_confidence_xt,0.6677780673907792,0.6512523050527463,0.684303829728812,0.7223639867130764,0.6685227482201511,b2b0f_00008,0.650426793738853,0.6964662537715114,0.8180176261964076,0.8079484141798605,0.8280868382129547,0.8512049007711896,0.8189074254613108,0.8081921273223437,0.8355491362344065
31,gru11_mi_2020-12-11,hidden_all,io_confidence_1minusxt,0.6548510396930491,0.6408708420240623,0.668831237362036,0.746578148647786,0.6454532332002697,b2b0f_00013,0.6399169610741959,0.656118260431104,0.8111602607826185,0.8026825671965968,0.8196379543686402,0.8657044253949625,0.8052683140734893,0.8027270116674349,0.8126537104254448
32,gru11_mi_2020-12-11,hidden_all,io_evidence_xt,0.9668818923152646,0.9649503906939996,0.9688133939365295,0.9731845391957046,0.96702574772118,b2b0f_00008,0.9653872878438025,0.9699078029080864,0.9833135024037348,0.9823308919498953,0.9842961128575743,0.986502472827114,0.9833789592000941,0.9825414477863612,0.9848430433044894
33,gru11_mi_2020-12-11,hidden_all,io_evidence_1minusxt,0.9357496164634392,0.9301004832670172,0.9413987496598613,0.963584825319465,0.9384124579974786,b2b0f_00005,0.9290112674480886,0.9432876158771965,0.967384712433919,0.9644664999260782,0.9703029249417597,0.9816327116154632,0.9687916884628858,0.9639104275985496,0.9713629452045038
34,gru11_mi_2020-12-11,hidden_all,io_lr_tplus1_xt,0.5575488387840031,0.5339986191830872,0.5810990583849189,0.6859322091392062,0.5605383138331106,b2b0f_00011,0.5160894034179828,0.5852610208026248,0.7477265209270185,0.732068280056829,0.763384761797208,0.8299453645735981,0.7510704911054924,0.7206487825199666,0.7658683333671263
35,gru11_mi_2020-12-11,hidden_all,io_lr_tplus1_1minusxt,0.5922438038257305,0.5668716963619711,0.6176159112894899,0.7150132718737354,0.5968725917100021,b2b0f_00005,0.5346486303407929,0.6184421571817599,0.7698819139296866,0.7536705752748547,0.7860932525845186,0.8459422431572471,0.7737433399498104,0.7327779932616799,0.786833558423102
