,34
Unnamed: 0,34
data_dir,ray_data/skopt-ucb_adamlr-initwihstd-initwhhstd_grureservoir11_mi_20-12-10
hyperparameter_keys,"('optimizer.lr', 'initialization.weight.input_to_hidden.std', 'initialization.weight.hidden_to_hidden.std')"
hyperparameter_values,"(0.1, 2.0, 0.4491360025909623)"
n_trials,10
did_all_trial_complete,True
mean_loss,0.5792318224906922
min_loss,0.5718585252761841
