,data_dir,hyperparameter_keys,hyperparameter_values,n_trials,did_all_trial_complete,mean_loss,min_loss
0,ray_data/skopt-ucb_adamlr-initwihstd-initwhhstd_grureservoir45_b_20-12-10,"('optimizer.lr', 'initialization.weight.input_to_hidden.std', 'initialization.weight.hidden_to_hidden.std')","(0.05320270107108123, 0.9849449167715952, 0.2555903436006927)",20,True,0.5515444308519364,0.5489370226860046
1,ray_data/skopt-ucb_adamlr-initwihstd-initwhhstd_grureservoir45_b_20-12-10,"('optimizer.lr', 'initialization.weight.input_to_hidden.std', 'initialization.weight.hidden_to_hidden.std')","(0.03122422764387958, 0.6064688989892393, 0.25102256610113644)",10,True,0.5518860876560211,0.5506919622421265
2,ray_data/skopt-ucb_adamlr-initwihstd-initwhhstd_grureservoir45_b_20-12-10,"('optimizer.lr', 'initialization.weight.input_to_hidden.std', 'initialization.weight.hidden_to_hidden.std')","(0.035839626345520646, 2.0, 0.2864192912308622)",10,True,0.5514976620674134,0.5485637784004211
3,ray_data/skopt-ucb_adamlr-initwihstd-initwhhstd_grureservoir45_b_20-12-10,"('optimizer.lr', 'initialization.weight.input_to_hidden.std', 'initialization.weight.hidden_to_hidden.std')","(0.1, 2.0, 0.25901642880325565)",10,True,0.5501159250736236,0.5486477017402649
4,ray_data/skopt-ucb_adamlr-initwihstd-initwhhstd_grureservoir45_b_20-12-10,"('optimizer.lr', 'initialization.weight.input_to_hidden.std', 'initialization.weight.hidden_to_hidden.std')","(0.1, 2.0, 0.25814752265042434)",10,True,0.550667119026184,0.5483303070068359
5,ray_data/skopt-ucb_adamlr-initwihstd-initwhhstd_grureservoir45_b_20-12-10,"('optimizer.lr', 'initialization.weight.input_to_hidden.std', 'initialization.weight.hidden_to_hidden.std')","(0.1, 2.0, 0.13859111280171388)",20,True,0.5543155252933503,0.5519894361495972
6,ray_data/skopt-ucb_adamlr-initwihstd-initwhhstd_grureservoir45_b_20-12-10,"('optimizer.lr', 'initialization.weight.input_to_hidden.std', 'initialization.weight.hidden_to_hidden.std')","(0.03012445485808502, 0.457691371564276, 0.18455224716778543)",10,True,0.555753207206726,0.5519465804100037
7,ray_data/skopt-ucb_adamlr-initwihstd-initwhhstd_grureservoir45_b_20-12-10,"('optimizer.lr', 'initialization.weight.input_to_hidden.std', 'initialization.weight.hidden_to_hidden.std')","(0.05996790069992795, 2.0, 0.2567905725265209)",20,True,0.5509741246700287,0.5472798347473145
8,ray_data/skopt-ucb_adamlr-initwihstd-initwhhstd_grureservoir45_b_20-12-10,"('optimizer.lr', 'initialization.weight.input_to_hidden.std', 'initialization.weight.hidden_to_hidden.std')","(0.04690485482271862, 2.0, 0.3239662240236209)",10,True,0.5517794549465179,0.5484811663627625
9,ray_data/skopt-ucb_adamlr-initwihstd-initwhhstd_grureservoir45_b_20-12-10,"('optimizer.lr', 'initialization.weight.input_to_hidden.std', 'initialization.weight.hidden_to_hidden.std')","(0.01450704128460973, 2.0, 0.33149992160454383)",20,True,0.5551880091428757,0.5502426624298096
10,ray_data/skopt-ucb_adamlr-initwihstd-initwhhstd_grureservoir45_b_20-12-10,"('optimizer.lr', 'initialization.weight.input_to_hidden.std', 'initialization.weight.hidden_to_hidden.std')","(0.1, 0.021739130434782608, 2.0)",20,True,0.7063417673110962,0.6970048546791077
11,ray_data/skopt-ucb_adamlr-initwihstd-initwhhstd_grureservoir45_b_20-12-10,"('optimizer.lr', 'initialization.weight.input_to_hidden.std', 'initialization.weight.hidden_to_hidden.std')","(0.1, 2.0, 0.3254096362740397)",20,True,0.5517314791679382,0.5488117933273315
12,ray_data/skopt-ucb_adamlr-initwihstd-initwhhstd_grureservoir45_b_20-12-10,"('optimizer.lr', 'initialization.weight.input_to_hidden.std', 'initialization.weight.hidden_to_hidden.std')","(0.044766940395480355, 2.0, 0.2912400130383757)",10,True,0.5519587397575378,0.547411322593689
13,ray_data/skopt-ucb_adamlr-initwihstd-initwhhstd_grureservoir45_b_20-12-10,"('optimizer.lr', 'initialization.weight.input_to_hidden.std', 'initialization.weight.hidden_to_hidden.std')","(0.02297351257805297, 2.0, 0.1518104131868322)",10,True,0.5553208589553833,0.5537278056144714
14,ray_data/skopt-ucb_adamlr-initwihstd-initwhhstd_grureservoir45_b_20-12-10,"('optimizer.lr', 'initialization.weight.input_to_hidden.std', 'initialization.weight.hidden_to_hidden.std')","(0.046306515113672966, 2.0, 0.3213128681457922)",10,True,0.5512395024299621,0.5494803786277771
15,ray_data/skopt-ucb_adamlr-initwihstd-initwhhstd_grureservoir45_b_20-12-10,"('optimizer.lr', 'initialization.weight.input_to_hidden.std', 'initialization.weight.hidden_to_hidden.std')","(0.09933940306516521, 0.063222378055808, 0.13062989360968633)",10,True,0.5647448658943176,0.5578147172927856
16,ray_data/skopt-ucb_adamlr-initwihstd-initwhhstd_grureservoir45_b_20-12-10,"('optimizer.lr', 'initialization.weight.input_to_hidden.std', 'initialization.weight.hidden_to_hidden.std')","(0.1, 2.0, 0.021739130434782608)",10,True,0.5639631152153015,0.5585554838180542
17,ray_data/skopt-ucb_adamlr-initwihstd-initwhhstd_grureservoir45_b_20-12-10,"('optimizer.lr', 'initialization.weight.input_to_hidden.std', 'initialization.weight.hidden_to_hidden.std')","(0.03132397694493454, 0.4919138921475474, 0.1954912872286191)",10,True,0.554729288816452,0.5528453588485718
18,ray_data/skopt-ucb_adamlr-initwihstd-initwhhstd_grureservoir45_b_20-12-10,"('optimizer.lr', 'initialization.weight.input_to_hidden.std', 'initialization.weight.hidden_to_hidden.std')","(0.019777359985932278, 0.021739130434782608, 0.021739130434782608)",10,True,0.6253233671188354,0.6137272119522095
