,data_dir,hyperparameter_keys,hyperparameter_values,did_trial_complete,validation_loss
0,ray_data/skopt-ucb_adamlr-initwihstd-initwhhstd_elman3_b_20-12-12,"('optimizer.lr', 'initialization.weight.input_to_hidden.std', 'initialization.weight.hidden_to_hidden.std')","(0.029063913826898102, 1.0, 0.20139908570204454)",True,0.5727328062057495
1,ray_data/skopt-ucb_adamlr-initwihstd-initwhhstd_elman3_b_20-12-12,"('optimizer.lr', 'initialization.weight.input_to_hidden.std', 'initialization.weight.hidden_to_hidden.std')","(0.020716597828958922, 1.0, 0.05049753479384088)",True,0.552315890789032
2,ray_data/skopt-ucb_adamlr-initwihstd-initwhhstd_elman3_b_20-12-12,"('optimizer.lr', 'initialization.weight.input_to_hidden.std', 'initialization.weight.hidden_to_hidden.std')","(0.029353674788492518, 1.0, 0.2014911726163857)",True,0.561218798160553
3,ray_data/skopt-ucb_adamlr-initwihstd-initwhhstd_elman3_b_20-12-12,"('optimizer.lr', 'initialization.weight.input_to_hidden.std', 'initialization.weight.hidden_to_hidden.std')","(0.06567247264241928, 0.42920327234270006, 0.3382199097296819)",True,0.5580869913101196
4,ray_data/skopt-ucb_adamlr-initwihstd-initwhhstd_elman3_b_20-12-12,"('optimizer.lr', 'initialization.weight.input_to_hidden.std', 'initialization.weight.hidden_to_hidden.std')","(0.014957806044553407, 1.0, 0.1034270768440256)",True,0.5511090755462646
5,ray_data/skopt-ucb_adamlr-initwihstd-initwhhstd_elman3_b_20-12-12,"('optimizer.lr', 'initialization.weight.input_to_hidden.std', 'initialization.weight.hidden_to_hidden.std')","(0.03458858137056756, 0.07272734898130943, 0.1628927716438345)",True,0.5553998351097107
6,ray_data/skopt-ucb_adamlr-initwihstd-initwhhstd_elman3_b_20-12-12,"('optimizer.lr', 'initialization.weight.input_to_hidden.std', 'initialization.weight.hidden_to_hidden.std')","(0.045241290957372414, 1.0, 1.0)",True,0.557824969291687
7,ray_data/skopt-ucb_adamlr-initwihstd-initwhhstd_elman3_b_20-12-12,"('optimizer.lr', 'initialization.weight.input_to_hidden.std', 'initialization.weight.hidden_to_hidden.std')","(0.025724038702140812, 0.022, 0.043442125357627516)",True,0.5570204854011536
8,ray_data/skopt-ucb_adamlr-initwihstd-initwhhstd_elman3_b_20-12-12,"('optimizer.lr', 'initialization.weight.input_to_hidden.std', 'initialization.weight.hidden_to_hidden.std')","(0.045241290957372414, 1.0, 1.0)",True,0.556963324546814
9,ray_data/skopt-ucb_adamlr-initwihstd-initwhhstd_elman3_b_20-12-12,"('optimizer.lr', 'initialization.weight.input_to_hidden.std', 'initialization.weight.hidden_to_hidden.std')","(0.030676631480321386, 1.0, 0.0628924364233403)",True,0.5557740330696106
10,ray_data/skopt-ucb_adamlr-initwihstd-initwhhstd_elman3_b_20-12-12,"('optimizer.lr', 'initialization.weight.input_to_hidden.std', 'initialization.weight.hidden_to_hidden.std')","(0.030157404688441025, 1.0, 0.022)",True,0.5508090853691101
11,ray_data/skopt-ucb_adamlr-initwihstd-initwhhstd_elman3_b_20-12-12,"('optimizer.lr', 'initialization.weight.input_to_hidden.std', 'initialization.weight.hidden_to_hidden.std')","(0.024437493439613014, 1.0, 0.022)",True,0.5504701733589172
12,ray_data/skopt-ucb_adamlr-initwihstd-initwhhstd_elman3_b_20-12-12,"('optimizer.lr', 'initialization.weight.input_to_hidden.std', 'initialization.weight.hidden_to_hidden.std')","(0.029353674788492518, 1.0, 0.2014911726163857)",True,0.5543227791786194
13,ray_data/skopt-ucb_adamlr-initwihstd-initwhhstd_elman3_b_20-12-12,"('optimizer.lr', 'initialization.weight.input_to_hidden.std', 'initialization.weight.hidden_to_hidden.std')","(0.00039142872568407417, 0.06645171655532023, 0.037844066240787066)",True,0.6907869577407837
14,ray_data/skopt-ucb_adamlr-initwihstd-initwhhstd_elman3_b_20-12-12,"('optimizer.lr', 'initialization.weight.input_to_hidden.std', 'initialization.weight.hidden_to_hidden.std')","(0.03458858137056756, 0.07272734898130943, 0.1628927716438345)",True,0.5610833764076233
15,ray_data/skopt-ucb_adamlr-initwihstd-initwhhstd_elman3_b_20-12-12,"('optimizer.lr', 'initialization.weight.input_to_hidden.std', 'initialization.weight.hidden_to_hidden.std')","(0.030157404688441025, 1.0, 0.022)",True,0.557433545589447
16,ray_data/skopt-ucb_adamlr-initwihstd-initwhhstd_elman3_b_20-12-12,"('optimizer.lr', 'initialization.weight.input_to_hidden.std', 'initialization.weight.hidden_to_hidden.std')","(0.019242235478536377, 1.0, 0.058821678748403335)",True,0.5567648410797119
17,ray_data/skopt-ucb_adamlr-initwihstd-initwhhstd_elman3_b_20-12-12,"('optimizer.lr', 'initialization.weight.input_to_hidden.std', 'initialization.weight.hidden_to_hidden.std')","(0.02250301635903579, 0.022, 0.022)",True,0.5626062750816345
18,ray_data/skopt-ucb_adamlr-initwihstd-initwhhstd_elman3_b_20-12-12,"('optimizer.lr', 'initialization.weight.input_to_hidden.std', 'initialization.weight.hidden_to_hidden.std')","(0.029193290227913216, 1.0, 0.022)",True,0.557318389415741
19,ray_data/skopt-ucb_adamlr-initwihstd-initwhhstd_elman3_b_20-12-12,"('optimizer.lr', 'initialization.weight.input_to_hidden.std', 'initialization.weight.hidden_to_hidden.std')","(0.02196264426007232, 0.022, 0.022)",True,0.5625132918357849
20,ray_data/skopt-ucb_adamlr-initwihstd-initwhhstd_elman3_b_20-12-12,"('optimizer.lr', 'initialization.weight.input_to_hidden.std', 'initialization.weight.hidden_to_hidden.std')","(0.02198159780024323, 1.0, 0.1446122706815761)",True,0.5514395236968994
21,ray_data/skopt-ucb_adamlr-initwihstd-initwhhstd_elman3_b_20-12-12,"('optimizer.lr', 'initialization.weight.input_to_hidden.std', 'initialization.weight.hidden_to_hidden.std')","(0.02483645853757295, 0.022, 0.059690700932175066)",True,0.5550336241722107
22,ray_data/skopt-ucb_adamlr-initwihstd-initwhhstd_elman3_b_20-12-12,"('optimizer.lr', 'initialization.weight.input_to_hidden.std', 'initialization.weight.hidden_to_hidden.std')","(0.00039142872568407417, 0.06645171655532023, 0.037844066240787066)",True,0.6849826574325562
23,ray_data/skopt-ucb_adamlr-initwihstd-initwhhstd_elman3_b_20-12-12,"('optimizer.lr', 'initialization.weight.input_to_hidden.std', 'initialization.weight.hidden_to_hidden.std')","(0.045241290957372414, 1.0, 1.0)",True,0.5600311756134033
24,ray_data/skopt-ucb_adamlr-initwihstd-initwhhstd_elman3_b_20-12-12,"('optimizer.lr', 'initialization.weight.input_to_hidden.std', 'initialization.weight.hidden_to_hidden.std')","(0.025601918563697867, 0.03135069669398693, 0.15896466304728066)",True,0.5583884119987488
25,ray_data/skopt-ucb_adamlr-initwihstd-initwhhstd_elman3_b_20-12-12,"('optimizer.lr', 'initialization.weight.input_to_hidden.std', 'initialization.weight.hidden_to_hidden.std')","(0.02514415141702464, 1.0, 0.06653417039777743)",True,0.5562757253646851
26,ray_data/skopt-ucb_adamlr-initwihstd-initwhhstd_elman3_b_20-12-12,"('optimizer.lr', 'initialization.weight.input_to_hidden.std', 'initialization.weight.hidden_to_hidden.std')","(0.02198159780024323, 1.0, 0.1446122706815761)",True,0.5568026900291443
27,ray_data/skopt-ucb_adamlr-initwihstd-initwhhstd_elman3_b_20-12-12,"('optimizer.lr', 'initialization.weight.input_to_hidden.std', 'initialization.weight.hidden_to_hidden.std')","(0.004360066799703244, 0.022, 0.022)",True,0.5635855197906494
28,ray_data/skopt-ucb_adamlr-initwihstd-initwhhstd_elman3_b_20-12-12,"('optimizer.lr', 'initialization.weight.input_to_hidden.std', 'initialization.weight.hidden_to_hidden.std')","(0.02198159780024323, 1.0, 0.1446122706815761)",True,0.5521208643913269
29,ray_data/skopt-ucb_adamlr-initwihstd-initwhhstd_elman3_b_20-12-12,"('optimizer.lr', 'initialization.weight.input_to_hidden.std', 'initialization.weight.hidden_to_hidden.std')","(0.029353674788492518, 1.0, 0.2014911726163857)",True,0.5642892122268677
30,ray_data/skopt-ucb_adamlr-initwihstd-initwhhstd_elman3_b_20-12-12,"('optimizer.lr', 'initialization.weight.input_to_hidden.std', 'initialization.weight.hidden_to_hidden.std')","(0.009360783327842835, 1.0, 0.022)",True,0.5629914402961731
31,ray_data/skopt-ucb_adamlr-initwihstd-initwhhstd_elman3_b_20-12-12,"('optimizer.lr', 'initialization.weight.input_to_hidden.std', 'initialization.weight.hidden_to_hidden.std')","(0.026425755865133762, 1.0, 0.022)",True,0.5567303299903871
32,ray_data/skopt-ucb_adamlr-initwihstd-initwhhstd_elman3_b_20-12-12,"('optimizer.lr', 'initialization.weight.input_to_hidden.std', 'initialization.weight.hidden_to_hidden.std')","(0.0006594014877215836, 0.02758181667808358, 0.28436408991348594)",True,0.6889906525611877
