,4
Unnamed: 0,4
data_dir,ray_data/skopt-ucb_adamlr-initwihstd-initwhhstd_elman1000_mi_21-09-27
hyperparameter_keys,"('optimizer.lr', 'initialization.weight.input_to_hidden.std', 'initialization.weight.hidden_to_hidden.std')"
hyperparameter_values,"(5.967899243836779e-05, 1.0, 0.03412223639483692)"
n_trials,10
did_all_trial_complete,True
mean_loss,0.5399747490882874
min_loss,0.5386366248130798
