,33
Unnamed: 0,33
data_dir,ray_data/skopt-ucb_adamlr-initwihstd-initwhhstd_gru45_mi_20-12-10
hyperparameter_keys,"('optimizer.lr', 'initialization.weight.input_to_hidden.std', 'initialization.weight.hidden_to_hidden.std')"
hyperparameter_values,"(0.016439398291805858, 1.0, 0.021739130434782608)"
n_trials,10
did_all_trial_complete,True
mean_loss,0.5354423820972443
min_loss,0.5350232124328613
