,data_dir,hyperparameter_keys,hyperparameter_values,did_trial_complete,validation_loss
0,ray_data/skopt-ucb_adamlr-initwihstd-initwhhstd_gru45_b_20-12-10,"('optimizer.lr', 'initialization.weight.input_to_hidden.std', 'initialization.weight.hidden_to_hidden.std')","(0.1, 1.0, 0.3333333333333333)",True,0.5440130829811096
1,ray_data/skopt-ucb_adamlr-initwihstd-initwhhstd_gru45_b_20-12-10,"('optimizer.lr', 'initialization.weight.input_to_hidden.std', 'initialization.weight.hidden_to_hidden.std')","(0.025601918563697867, 0.031013261399241005, 0.0894505021237344)",True,0.5430544018745422
2,ray_data/skopt-ucb_adamlr-initwihstd-initwhhstd_gru45_b_20-12-10,"('optimizer.lr', 'initialization.weight.input_to_hidden.std', 'initialization.weight.hidden_to_hidden.std')","(0.0030183889620256266, 0.021739130434782608, 0.021739130434782608)",True,0.5513318777084351
3,ray_data/skopt-ucb_adamlr-initwihstd-initwhhstd_gru45_b_20-12-10,"('optimizer.lr', 'initialization.weight.input_to_hidden.std', 'initialization.weight.hidden_to_hidden.std')","(0.1, 1.0, 0.3333333333333333)",True,0.5418727397918701
4,ray_data/skopt-ucb_adamlr-initwihstd-initwhhstd_gru45_b_20-12-10,"('optimizer.lr', 'initialization.weight.input_to_hidden.std', 'initialization.weight.hidden_to_hidden.std')","(0.1, 1.0, 0.021739130434782608)",True,0.5446764230728149
5,ray_data/skopt-ucb_adamlr-initwihstd-initwhhstd_gru45_b_20-12-10,"('optimizer.lr', 'initialization.weight.input_to_hidden.std', 'initialization.weight.hidden_to_hidden.std')","(0.0004888636903845686, 1.0, 0.3333333333333333)",True,0.5524517893791199
6,ray_data/skopt-ucb_adamlr-initwihstd-initwhhstd_gru45_b_20-12-10,"('optimizer.lr', 'initialization.weight.input_to_hidden.std', 'initialization.weight.hidden_to_hidden.std')","(0.0004888636903845686, 1.0, 0.3333333333333333)",True,0.5552175641059875
7,ray_data/skopt-ucb_adamlr-initwihstd-initwhhstd_gru45_b_20-12-10,"('optimizer.lr', 'initialization.weight.input_to_hidden.std', 'initialization.weight.hidden_to_hidden.std')","(0.01706830960769562, 1.0, 0.087484399681884)",True,0.5418968200683594
8,ray_data/skopt-ucb_adamlr-initwihstd-initwhhstd_gru45_b_20-12-10,"('optimizer.lr', 'initialization.weight.input_to_hidden.std', 'initialization.weight.hidden_to_hidden.std')","(0.1, 1.0, 0.3333333333333333)",True,0.5432443022727966
9,ray_data/skopt-ucb_adamlr-initwihstd-initwhhstd_gru45_b_20-12-10,"('optimizer.lr', 'initialization.weight.input_to_hidden.std', 'initialization.weight.hidden_to_hidden.std')","(0.0001, 1.0, 0.08479584900616366)",True,0.6443625688552856
10,ray_data/skopt-ucb_adamlr-initwihstd-initwhhstd_gru45_b_20-12-10,"('optimizer.lr', 'initialization.weight.input_to_hidden.std', 'initialization.weight.hidden_to_hidden.std')","(0.1, 1.0, 0.021739130434782608)",True,0.5443915724754333
