,19
Unnamed: 0,19
data_dir,ray_data/skopt-ucb_adamlr-initwihstd-initwhhstd_grureservoir11_b_20-12-10
hyperparameter_keys,"('optimizer.lr', 'initialization.weight.input_to_hidden.std', 'initialization.weight.hidden_to_hidden.std')"
hyperparameter_values,"(0.1, 2.0, 0.41057589692300905)"
n_trials,10
did_all_trial_complete,True
mean_loss,0.5565831005573273
min_loss,0.5514257550239563
