,19
Unnamed: 0,19
data_dir,ray_data/skopt-ucb_adamlr-initwihstd-initwhhstd_elman11_mi_20-12-10
hyperparameter_keys,"('optimizer.lr', 'initialization.weight.input_to_hidden.std', 'initialization.weight.hidden_to_hidden.std')"
hyperparameter_values,"(0.0316867480856465, 1.0, 0.04561421681259221)"
n_trials,20
did_all_trial_complete,True
mean_loss,0.5519962847232819
min_loss,0.5476263761520386
