,19
Unnamed: 0,19
data_dir,ray_data/skopt-ucb_adamlr-initwihstd-initwhhstd_gru11_mi_20-12-10
hyperparameter_keys,"('optimizer.lr', 'initialization.weight.input_to_hidden.std', 'initialization.weight.hidden_to_hidden.std')"
hyperparameter_values,"(0.0438631026541565, 1.0, 0.021739130434782608)"
n_trials,10
did_all_trial_complete,True
mean_loss,0.5367698311805725
min_loss,0.5362038612365723
