,17
Unnamed: 0,17
data_dir,ray_data/skopt-ucb_adamlr-initwihstd-initwhhstd_grudiag3_mi_20-12-12
hyperparameter_keys,"('optimizer.lr', 'initialization.weight.input_to_hidden.std', 'initialization.weight.hidden_to_hidden.std', 'init_diagonal_mean')"
hyperparameter_values,"(0.04341876252970354, 1.0, 0.021739130434782608, 0.0)"
n_trials,10
did_all_trial_complete,True
mean_loss,0.5776741564273834
min_loss,0.557046115398407
