,2
Unnamed: 0,2
data_dir,ray_data/skopt-ucb_adamlr-initwihstd-initwhhstd_grudiag11_b_20-12-10
hyperparameter_keys,"('optimizer.lr', 'initialization.weight.input_to_hidden.std', 'initialization.weight.hidden_to_hidden.std', 'init_diagonal_mean')"
hyperparameter_values,"(0.02655161178753221, 1.0, 0.021739130434782608, 1.0)"
n_trials,10
did_all_trial_complete,True
mean_loss,0.5470194518566132
min_loss,0.5461224913597107
