,5
Unnamed: 0,5
data_dir,ray_data/skopt-ucb_adamlr-initwihstd-initwhhstd_gru3_b_20-12-12
hyperparameter_keys,"('optimizer.lr', 'initialization.weight.input_to_hidden.std', 'initialization.weight.hidden_to_hidden.std')"
hyperparameter_values,"(0.07967367213522569, 0.021739130434782608, 0.021739130434782608)"
n_trials,10
did_all_trial_complete,True
mean_loss,0.5436231255531311
min_loss,0.5425989627838135
