,group_id,n_networks,network_id,network_path,progress_path,date,config/seed,config/train_dataset_name,config/validate_dataset_name,config/optimizer.name,config/optimizer.lr,config/shuffle_minibatches,config/model_class,config/estimate_type
0,dritem_nmb400_b_20_21-09-23,20,a01db_00000,/home_local/cedric_foucault/networks_for_sequence_prediction/code/../trained_models/agents/dritem_nmb400_b_20_21-09-23/network_a01db_00000.pt,/home_local/cedric_foucault/networks_for_sequence_prediction/code/../trained_models/agents/dritem_nmb400_b_20_21-09-23/progress_a01db_00000.csv,2021-11-10_23-15-13,37,B_PC1by75_NMB400_N1000_20-11-28,B_PC1by75_NMB160_28-02-20,SGD,0.003,True,deltarule,item
1,dritem_nmb400_b_20_21-09-23,20,a01db_00001,/home_local/cedric_foucault/networks_for_sequence_prediction/code/../trained_models/agents/dritem_nmb400_b_20_21-09-23/network_a01db_00001.pt,/home_local/cedric_foucault/networks_for_sequence_prediction/code/../trained_models/agents/dritem_nmb400_b_20_21-09-23/progress_a01db_00001.csv,2021-11-10_23-15-13,37,B_PC1by75_NMB400_N1000_20-11-28,B_PC1by75_NMB160_28-02-20,SGD,0.003,True,deltarule,item
2,dritem_nmb400_b_20_21-09-23,20,a01db_00002,/home_local/cedric_foucault/networks_for_sequence_prediction/code/../trained_models/agents/dritem_nmb400_b_20_21-09-23/network_a01db_00002.pt,/home_local/cedric_foucault/networks_for_sequence_prediction/code/../trained_models/agents/dritem_nmb400_b_20_21-09-23/progress_a01db_00002.csv,2021-11-10_23-15-13,37,B_PC1by75_NMB400_N1000_20-11-28,B_PC1by75_NMB160_28-02-20,SGD,0.003,True,deltarule,item
3,dritem_nmb400_b_20_21-09-23,20,a01db_00003,/home_local/cedric_foucault/networks_for_sequence_prediction/code/../trained_models/agents/dritem_nmb400_b_20_21-09-23/network_a01db_00003.pt,/home_local/cedric_foucault/networks_for_sequence_prediction/code/../trained_models/agents/dritem_nmb400_b_20_21-09-23/progress_a01db_00003.csv,2021-11-10_23-15-13,37,B_PC1by75_NMB400_N1000_20-11-28,B_PC1by75_NMB160_28-02-20,SGD,0.003,True,deltarule,item
4,dritem_nmb400_b_20_21-09-23,20,a01db_00004,/home_local/cedric_foucault/networks_for_sequence_prediction/code/../trained_models/agents/dritem_nmb400_b_20_21-09-23/network_a01db_00004.pt,/home_local/cedric_foucault/networks_for_sequence_prediction/code/../trained_models/agents/dritem_nmb400_b_20_21-09-23/progress_a01db_00004.csv,2021-11-10_23-15-13,37,B_PC1by75_NMB400_N1000_20-11-28,B_PC1by75_NMB160_28-02-20,SGD,0.003,True,deltarule,item
5,dritem_nmb400_b_20_21-09-23,20,a01db_00005,/home_local/cedric_foucault/networks_for_sequence_prediction/code/../trained_models/agents/dritem_nmb400_b_20_21-09-23/network_a01db_00005.pt,/home_local/cedric_foucault/networks_for_sequence_prediction/code/../trained_models/agents/dritem_nmb400_b_20_21-09-23/progress_a01db_00005.csv,2021-11-10_23-15-13,37,B_PC1by75_NMB400_N1000_20-11-28,B_PC1by75_NMB160_28-02-20,SGD,0.003,True,deltarule,item
6,dritem_nmb400_b_20_21-09-23,20,a01db_00006,/home_local/cedric_foucault/networks_for_sequence_prediction/code/../trained_models/agents/dritem_nmb400_b_20_21-09-23/network_a01db_00006.pt,/home_local/cedric_foucault/networks_for_sequence_prediction/code/../trained_models/agents/dritem_nmb400_b_20_21-09-23/progress_a01db_00006.csv,2021-11-10_23-15-13,37,B_PC1by75_NMB400_N1000_20-11-28,B_PC1by75_NMB160_28-02-20,SGD,0.003,True,deltarule,item
7,dritem_nmb400_b_20_21-09-23,20,a01db_00007,/home_local/cedric_foucault/networks_for_sequence_prediction/code/../trained_models/agents/dritem_nmb400_b_20_21-09-23/network_a01db_00007.pt,/home_local/cedric_foucault/networks_for_sequence_prediction/code/../trained_models/agents/dritem_nmb400_b_20_21-09-23/progress_a01db_00007.csv,2021-11-10_23-15-13,37,B_PC1by75_NMB400_N1000_20-11-28,B_PC1by75_NMB160_28-02-20,SGD,0.003,True,deltarule,item
8,dritem_nmb400_b_20_21-09-23,20,a01db_00008,/home_local/cedric_foucault/networks_for_sequence_prediction/code/../trained_models/agents/dritem_nmb400_b_20_21-09-23/network_a01db_00008.pt,/home_local/cedric_foucault/networks_for_sequence_prediction/code/../trained_models/agents/dritem_nmb400_b_20_21-09-23/progress_a01db_00008.csv,2021-11-10_23-15-13,37,B_PC1by75_NMB400_N1000_20-11-28,B_PC1by75_NMB160_28-02-20,SGD,0.003,True,deltarule,item
9,dritem_nmb400_b_20_21-09-23,20,a01db_00009,/home_local/cedric_foucault/networks_for_sequence_prediction/code/../trained_models/agents/dritem_nmb400_b_20_21-09-23/network_a01db_00009.pt,/home_local/cedric_foucault/networks_for_sequence_prediction/code/../trained_models/agents/dritem_nmb400_b_20_21-09-23/progress_a01db_00009.csv,2021-11-10_23-15-13,37,B_PC1by75_NMB400_N1000_20-11-28,B_PC1by75_NMB160_28-02-20,SGD,0.003,True,deltarule,item
10,dritem_nmb400_b_20_21-09-23,20,a01db_00010,/home_local/cedric_foucault/networks_for_sequence_prediction/code/../trained_models/agents/dritem_nmb400_b_20_21-09-23/network_a01db_00010.pt,/home_local/cedric_foucault/networks_for_sequence_prediction/code/../trained_models/agents/dritem_nmb400_b_20_21-09-23/progress_a01db_00010.csv,2021-11-10_23-15-13,37,B_PC1by75_NMB400_N1000_20-11-28,B_PC1by75_NMB160_28-02-20,SGD,0.003,True,deltarule,item
